message,author,date,url
"improved readme (#194)

* improved readme

* Update docs/rotation_averager.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update docs/getting_started.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update docs/rotation_averager.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update docs/getting_started.md

Co-authored-by: Johannes Schönberger <jsch@demuc.de>

* Update docs/getting_started.md

Co-authored-by: Johannes Schönberger <jsch@demuc.de>

---------

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>
Co-authored-by: Johannes Schönberger <jsch@demuc.de>",Linfei Pan,2025-05-12T18:09:00.000+02:00,https://github.com/colmap/glomap/commit/01060b4be509902ea9aaefaae982a2cb941ae5c3
"Create 20250406_cafereading.md (#2)

* Create 20250406_cafereading.md

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update 20250406_cafereading.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

---------

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Tuan Duong,2025-04-08T05:32:10.000+07:00,https://github.com/Tuandl/Read_ThePragmaticProgrammer/commit/18ae68bcf64438a5033418a219054f8236dedbc2
"Add `README`

* Add `README`

Co-authored-by: Nandini  <nandinijaiswal2002@gmail.com>
Co-authored-by: SreejaChoudhury <j25sreeja@gmail.com>
Co-authored-by: Satyaki Mullick <satyakiph@gmail.com>
Signed-off-by: Aritra Majumder <aritramajumder8438@gmail.com>

* Update README.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update README.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update README.md

* Update README.md

* Update README.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update README.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

---------

Signed-off-by: Aritra Majumder <aritramajumder8438@gmail.com>
Co-authored-by: Nandini <nandinijaiswal2002@gmail.com>
Co-authored-by: SreejaChoudhury <j25sreeja@gmail.com>
Co-authored-by: Satyaki Mullick <satyakiph@gmail.com>
Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Aritra,2025-04-29T09:51:39.000+05:30,https://github.com/Aritra8438/braille-utils/commit/a7a041cd8f119077e8420b2d635102bbbce442c4
"Readme (#2)

* adding readme/license

* add LICENSE and README.md

* Update README.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* update readme + license

* Update README.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update README.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update README.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

---------

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Jasdeep Nijjar,2025-05-13T00:09:51.000-04:00,https://github.com/JasdeepN/reef/commit/1c68d8db55effa44c2969bb63e5ff481b538b4a7
"Write README document (#178)

* Write README document

* Update README.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update README.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Fix typos

* Update README.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update README.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

---------

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Jeongho Nam,2025-04-21T22:58:04.000+09:00,https://github.com/samchon/openapi/commit/024322731b9d1230e37b620328cfadda81c7a6a5
"Update README.md (#317)

* Update README.md

* Update README.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update README.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

---------

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Ramitha Heshan,2025-05-05T11:14:05.000+05:30,https://github.com/SenzCode/DriveSaviour/commit/9e5984ec4926c105e730a7976e8bcd6de60b31ca
"added health checks (#6)

* added health checks

* Update pkg/name/healing.go

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update pkg/name/healing.go

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update cmd/nameserver/main.go

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* fixes

* Update pkg/name/healing.go

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* fixes

* Update cmd/nameserver/main.go

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* fixes

* fixes

---------

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Chad Hardin,2025-04-17T07:11:36.000-07:00,https://github.com/cirglo/dfs/commit/d59640921f7afa02c2c4abb4fc212962c0d4f108
"changelog (#726)

* changelog

* Update .changes/3.6.0.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update CHANGELOG.md

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

---------

Co-authored-by: Matt Dotson <mattdot@noreply.users.github.com>
Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Matt Dotson,2025-04-24T12:00:00.000-07:00,https://github.com/microsoft/terraform-provider-power-platform/commit/cb6ec53e7d1c6c5183f9c57c04156190e01a7b93
"Add gamification reward system (#46)

* Add gamification reward system with achievements tracking

Co-Authored-By: bull <oyster880@gmail.com>

* Update src/hooks/useProgress.ts

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update src/components/ChapterSelector.tsx

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

---------

Co-authored-by: Devin AI <158243242+devin-ai-integration[bot]@users.noreply.github.com>
Co-authored-by: bull <oyster880@gmail.com>
Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",devin-ai-integration[bot],2025-05-08T07:57:24.000+09:00,https://github.com/susumutomita/wizarding-code-school/commit/93fddb7136f26e952729b85f7315858ca6720ae6
"Rephrase introduction (#15)

* rephrase introduction

* Apply copilot findings

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* rephrase for more clarify

* Apply suggestions from code review

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

---------

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Arndt Schwenkschuster,2025-05-12T10:45:31.000+01:00,https://github.com/arndt-s/wimse-credential-exchange/commit/d1bf7cd79962933663b2b427d4826979592fbd93
"fix: Semantic splitText (#4235)

* Semantic splitText

* Update packages/core/src/generation.ts

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

---------

Co-authored-by: Odilitime <janesmith@airmail.cc>
Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Axe,2025-05-08T00:42:04.000+01:00,https://github.com/elizaOS/eliza/commit/8dba8405e7944b7a0fe178e41518e8a63a826a83
"Support: Date Diff (#3)

* Support: Date Diff

* Update scripts/date-diff.js

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update index.html

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

---------

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Piotr Kowalski,2025-05-06T19:21:20.000+02:00,https://github.com/piecioshka/tools/commit/69b850e92f57fd4edb8102e98051ce4895cdbedd
"adds middleware (#3)

* adds middleware

* adds description for panichandler

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* fixes comment on middleware

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

---------

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",wildenthal,2025-05-04T17:52:47.000+02:00,https://github.com/wildenthal/ardanlabs-service/commit/61254a0cb8fe10127eb52ccfdc0feaf0d7f92168
"Moved changes (#209)

* Moved changes

* Update frontend/src/views/user/components/TableUsers.jsx

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update frontend/src/views/tanstackquery/UserComponent.jsx

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

* Update frontend/src/views/tanstackquery/EventComponent.jsx

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

---------

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>
Co-authored-by: Mateo Durante <mdurante@cert.unlp.edu.ar>",Bar,2025-04-23T11:48:45.000-03:00,https://github.com/CERTUNLP/ngen/commit/bae51f0a83e02a42de2a43516c27d77585c6dde8
"Update README.md (#3)


Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>

---------

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Maxim Samsonov,2025-05-04T23:53:44.000+03:00,https://github.com/maxirmx/minimodem4j/commit/a0a8a7feeca152bbdbed318250c1254e44118522
