message,author,date,url
Used ChatGPT to create beam generator,DevanFarmer,2025-05-06T14:26:37.000+02:00,https://github.com/DevanFarmer/2D-Speedrun-Collectathon/commit/18925607f88ed46356aa04beb99fb39a31b9baa5
used chatgpt to create readme. (talked to chatgpt beforehand for brainstorming so the content of it is true.),leogadddd,2025-04-13T16:16:38.000+08:00,https://github.com/leogadddd/pivotlink/commit/245e4ec9419b0a33336ee3b7c1e2b675abcb2bc7
Used chatgpt to create me sample exams just completing them,jake-egan,2025-04-28T12:48:27.000+01:00,https://github.com/jake-egan/Rust-study/commit/f8fc6126c0dbada20fdea7dcb2e3569100804cb3
Redux Actions added used ChatGPT to create CommentFormComponent,Luke Walters,2025-04-13T17:34:53.000-05:00,https://github.com/Lwalters7/ReactConfusion/commit/472ec9a01abf00eb7a705f4ca611e6b5695cc0bf
Tried using ChatGPT to create a configuration.  Seems pretty good so far,Phil Tracton,2025-04-29T19:37:56.000-07:00,https://github.com/ptracton/emacs/commit/a1865fc0a772ddbcbdfc461724d7ca1909d1df4e
"Add files via upload

Working with ChatGPT to create these files.",amvzoDEV,2025-04-21T10:25:14.000-05:00,https://github.com/amvzo/nextweb/commit/c96abc8e2251a4fe0dc05dfe19a4cc3665160641
"Add files via upload

Working with ChatGPT to create these files.",amvzoDEV,2025-04-21T10:23:54.000-05:00,https://github.com/amvzo/nextweb/commit/97fd59879431c4b18ad7667a1af8ea5b1d940ded
asked ChatGPT to create fake source code with vulnerabilities for me to find...wonder if there are real vulns in the code,Roger Dooley,2025-05-08T13:15:12.000-04:00,https://github.com/rogdooley/OSWE/commit/1c303480b50cf4fcf03f53c9fddab0580384fe13
"Create README.md 

Used ChatGPT to create a README file",Qasim Khan,2025-01-13T13:15:39.000+01:00,https://github.com/qasimkhan/Bear-Classifier-App/commit/59facfd1398f5f6ee844f41b6d0d17d0fdda1c4f
"StackPilot major rewrite.

Used a ridiculously iterative process with ChatGPT to create this website. I found the best way to make it work for me personally is making the website as modular as possible that way ChatGPT can focus on small chunks of code rather than processing a whole website at once. I've also got ChatGPT to save a audit checklist for every page that it checks against with every page and we continue to add/remove things as we learn more together.",johnbuttram,2025-05-09T21:32:21.000-05:00,https://github.com/johnbuttram/stackPilot/commit/aeff93ccf3b7b6632cf3de6a8b5c2b78c3cd27b8
Initial setup using ChatGPT to create index.html and server.js,Victor Yang,2025-02-14T15:31:38.000-08:00,https://github.com/YangVictor05/Comp4537Lab5/commit/a8abcf9bdb4c5b82e385e0a401447e7a74924f7c
"Add triangle render

- Use ChatGPT to create code to render a simple triangle",PeterG,2025-02-09T13:18:39.000-08:00,https://github.com/PeterG-ithub/procedural-animation/commit/4fb644402d461214c951915d8d0cbdb46a73219f
"Create README.md

Fix Names In README.md

I'm gonna be real with you, I got ChatGPT to create this and somehow it completely messed up the codenames for the devices 😭",Oliwier Krawczyk,2025-04-25T15:46:33.000+02:00,https://github.com/TheMysticle/android_device_xiaomi_sm8550-common-unofficial/commit/9d65d4921d0b59b7c19f54dc7379dde8cfe1df5c
Added TestCreateCustomers that uses ChatGPT to create some random customers in test folder,Tim,2025-02-09T14:56:42.000-05:00,https://github.com/Skoyer/home_cyber/commit/b16a45b918dcadcdef4bbf8ad454a88231da8b61
"Reworked test 3D model to have all UV maps on 1 texture image, also some fun with ChatGPT to create SplashScreens for 'White Pebble Entertainment'",unknown,2025-04-11T16:58:11.000+02:00,https://github.com/JeroenDevOps/ProtoType_PhotoAnalyzer/commit/ac774f5444fe852a40d737d01a00ba82784c8035
"Add files via upload

Working with ChatGPT to create these. It might be useful to compare with other files to see which is best for the browser.",amvzoDEV,2025-04-21T10:26:36.000-05:00,https://github.com/amvzo/nextweb/commit/a05ed0916c475e0ab5807043a79993dae4b1b3c3
"Create Error logs.md

Errors that we encountered when using ChatGPT to create simulink models",Swapnil Banerjee,2025-01-06T15:13:57.000-05:00,https://github.com/Desaiadi/Electro-Chat/commit/d8f176d704118c98c7d5f4ba8d0cd703f6814f3e
"Create dinocrossing.html

Used ChatGPT to create a phaser 3 crossing road game.",dc3it,2024-12-22T19:34:06.000-05:00,https://github.com/dc3it/dc3it.github.io/commit/7f356c603e1256a353c20035be6f17a43e8100d3
"MIDDLE: add idl code to change .mat to .save

Used chatgpt to create a code to save .mat files to the corresponding .save file. While I did re-read the code, it is directly a copy-paste from chatgpt.",Voyeux Alfred,2025-01-30T14:52:33.000+01:00,https://github.com/avoyeux/Rainbow_k3d/commit/009aa4dc3e173b62b688d0d001d9a4e0d1aa0963
"Create index.html

Using instructions from ChatGPT to create an index file, as the index.md trick didn't work.",nonjo,2025-02-10T20:50:25.000-05:00,https://github.com/nonjo/inklings/commit/f5026ad5e9ef2377e07aa9387fdcef5da0e42dc7
"Add files via upload

A Python app developed with ChatGPT to create a AI prompt for users to create a set of armour.",Scrabbleator,2025-01-31T07:05:47.000Z,https://github.com/Scrabbleator/custom-armour-generator/commit/704101c7cc53063a6552d70ea78699e2ee759967
Used ChatGPT to create a better and more fun README.md file for users,Noam Tirosh,2025-01-27T00:05:25.000+02:00,https://github.com/noamiko2004/Integration-Chat/commit/aded02d3b187c1dca3bac1fc6ed412c0fedea115
"Replaced content of auth.js with Gen AI content

Used chatgpt to create the login/register form + styles. Added styles to separate stylesheet so they would not interfere with my index.ejs page.",Gavan Browne,2025-04-26T17:19:58.000+01:00,https://github.com/Hallelujah78/ASD24-Blog-Site-Server/commit/aed521b3b45dadf073c387c75751c60b57f27e6d
Used ChatGPT to create this,Pallav Priyam,2024-11-03T02:04:16.000+05:30,https://github.com/pallavpriyam/Block_SmashKart/commit/d3260b90d484bd82a1c0b96b2b726829525fe330
"Developed the homepage, navigation bar, and cartReducer with the help of ChatGPT to create an engaging and visually appealing UI.",harsha,2025-03-01T21:04:40.000+05:30,https://github.com/sriharsha024/E-Commerce-Project/commit/07e11ed03a40b013495aead581b1711baa2527ee
modified seeds.rb to use ChatGPT to create relevant tags for events,Kyle Topper,2024-12-15T16:12:53.000-03:00,https://github.com/juanfecode/event_mates/commit/b049ad5a224f3c6d76690b0026e40430c4e9ed3e
used chatgpt to create a strategic plan on how to improve the terrible logon page,thevalleyy,2025-01-08T23:54:07.000+01:00,https://github.com/thevalleyy/astro-booking-system/commit/75dbccc57ab8bf2c546866f24f2cfa128559b939
used chatgpt to create a simpler code without tkinter,VagTsiats,2024-11-21T15:02:34.000+02:00,https://github.com/vagtsiats/CyclicCellularAutomata/commit/83f4537b705abc0c0873b6d5433a6ac24b7a8e09
Before asking ChatGPT to create update_original_script,Bruce Eckel,2024-11-20T15:12:27.000-07:00,https://github.com/BruceEckel/pybooktools/commit/6aeaddfbf7d2394f19d7b1bf7110d1cf2a3c63ba
"Added ChatGPT

Asked ChatGPT to create a bot that recognized patterns and would counter moves. He's in the lead with a consistent 60%. The only bot so far not human-made.",ethanostic,2024-12-13T16:02:44.000+03:00,https://github.com/ethanostic/RPS_Tournament/commit/a6e080aab75184802d008640507be1516172aa9c
"Created README.md

- Used ChatGPT to create README.md file",spcymshrm,2024-09-23T15:49:13.000-04:00,https://github.com/joejordan1994/simple-signup-form/commit/507f0ed833b040ba6cbc95242ed74d771868caf3
"Add files via upload

Here are the first mockup screens. I used figma.com and chatgpt to create them. They're showing the main pages for the project's actors.",Dimitrios-Evangelos Kavalaris,2025-03-26T21:13:45.000+02:00,https://github.com/dimitriskorg/Software-Engineer-Project/commit/56e16e44bb8980e6dd85ed5f040bfb87827f385b
used chatgpt to create working test code for my compare urls function,MPNose,2024-10-31T22:03:35.000-07:00,https://github.com/MPNose/tinyapp/commit/3ccecd6aeb5b1e69a5525338c53a2ec472164cc0
"ci: Add dependabot to bump actions (#97)

@theosanderson I think you used chatgpt to create many of the actions and chatgpt doesn't use latest ;)",Cornelius Roemer,2024-09-03T17:40:14.000+02:00,https://github.com/pathoplexus/pathoplexus/commit/030e384b1ee6143545485a69a05a49cacf5cd038
Improve the prompt with chatGPT to create a detailed prompt based on just the band or artist,Bob Rose,2024-11-30T20:04:55.000-07:00,https://github.com/bobbrose/sketchy/commit/eb40acb4b81c5b6bf44fd1d2b1bc33eb503e78a3
using chatgpt to create a simple web image splitter,Vijay Krishna Palepu,2024-09-02T21:30:27.000-07:00,https://github.com/VijayKrishna/image-splitter-web/commit/30edca42cb9d5816ddb900b27f2106e754cbb621
used chatGPT to create flask backend and html frontend,amcal,2024-09-20T18:53:06.000-04:00,https://github.com/amcaleer271/Kitchen_Management_System/commit/06a135b3fdb46e2a653fa7e7961a887c888e62d0
use chatgpt to create a chat input component,Davis Chang,2024-08-08T22:26:59.000+08:00,https://github.com/DavisChang/nextjs-on-demand-isr/commit/2e9659a929b0e0f9de7d2d29253e6783904798ec
"Filled out README page

- Utilized ChatGPT to create a README page for this project",spcymshrm,2024-10-02T09:43:00.000-04:00,https://github.com/joejordan1994/admin-dashboard/commit/dc1cc36d7c35a39fd6cb14759ab9860779645fa7
"ChatGPT level

I trained ChatGPT to create levels using Caleb's levels. Check for errors",potatoboss123,2024-05-28T14:48:54.000-05:00,https://github.com/Onion-s-Life-Dev-Team/Onion-s-Life/commit/49c57e89efd5e75c45a12b403d990bebd5cb0a42
"Create prompts_used.md

The prompts that I used in ChatGPT to create the script.",dpeach,2024-08-19T13:30:44.000-04:00,https://github.com/dpeach/CleanCSV/commit/5efc3ca478ff98a4a2632ea80707349877f787cb
"Update multimodalDemo.yaml

Deletion of made up packages.

Deletion of underscore after environment name.

We shouldn't use chatGPT to create the file without extensively looking it over....",A. Youngren,2025-01-08T14:35:27.000-07:00,https://github.com/shiryusann/SiteVisitJIABridge/commit/fa1c943f7729503bb18116c6bac06df8e530458f
used ChatGPT to create Doxygen comments,Steven7zzz,2024-06-16T16:08:35.000-05:00,https://github.com/Steven7zzz/Load_Balancer/commit/e5764c4139c97aacc91ce6fffc5aa293fb3b0e42
Create ChatGPT to Create SEO Content.md,Sigit Prasetyo,2024-05-08T10:46:03.000+07:00,https://github.com/project303/AI-Prompts-Collection/commit/f9378998294245004189e055038cc348393918ab
"Utilised chatgpt to create a framework for Spark.js, will be rewritten better after n-day",Jambon123,2024-09-28T16:17:36.000+01:00,https://github.com/Jambon123/AmpereSuite/commit/5a34c5bc036059e12be1d768e3d2ab79d1f23b37
"Update multimodalDemo.yaml

Deletion of made up packages.

Deletion of underscore after environment name.

We shouldn't use chatGPT to create the file without extensively looking it over....",A. Youngren,2025-01-08T14:35:27.000-07:00,https://github.com/csu-signal/TRACE/commit/fa1c943f7729503bb18116c6bac06df8e530458f
Use chatgpt to create css,FieryRMS,2024-05-04T05:18:15.000+08:00,https://github.com/FieryRMS/CUHK-TT-WebApp/commit/8ed12e3f88179cf0ef2d95b146b9afd0842456eb
used chatGPT to create blog with db.json server and using axios to fetch data,Erin Van Brunt,2024-08-20T19:44:02.000-07:00,https://github.com/AlrightErin27/erins-games/commit/1e8194b6688806298913c5cba5d157f34801297c
"Incorporate Jiayi requirements i12/21

    1. incorporate 5 coordinates that had motion detected
    2. provide initial prompt to chatgpt to create a dialogic tanka poems with modern and 7th-century Japanese style",Ye-MBP,2024-12-21T18:13:28.000-08:00,https://github.com/yexiang-aws/tanka_generator_gpt/commit/f2f375f9645cdfd417581a757ed3975caac67077
using chatGpt to create the chat bot with next.js,Amir Saeed,2024-06-27T13:28:22.000+01:00,https://github.com/amir-saeed/NextJS/commit/e5d5dd9cf52e4cceb5e0effb2774558cdbb77011
"Initial repo

I used chatgpt to create a base",adarshkunwar,2024-06-11T22:14:22.000+05:45,https://github.com/adarshkunwar/farm-simulation-js/commit/7b79ddc3e0b72ae5519161b9097906db45b489eb
"data-xfer: Created scripts to convert JSON <=> Apex

Since Apex doesn't have a great solution for multiline strings I was having trouble changing JSON to Apex code and vice versa (e.g. figuring out what is wrong with a given JSON string in Apex code). So I used ChatGPT to create two bash scripts to accept input via stdin and print convert the input to the other format. It was hard getting the formatting correct (without installing the jq command), so when JSON is created from an Apex code snippet, it allows the user to load a webpage that automatically displays the formatted json text.",wagseye,2025-04-24T17:24:26.000-07:00,https://github.com/wagseye/sfdc_data_xfer/commit/af6bda5b635917d5d8ce1188ca6048a3ce2d9e60
Use ChatGPT to create football informs about some players.,rodmart21,2024-05-20T16:40:19.000+02:00,https://github.com/rodmart21/CV/commit/78b9eb3ce33b6139a7845abcc68500b7a13152e2
